Contig	ARG
HK_34058	Yes
HK_34062	Yes
HK_34068	Yes
HK_34069	Yes
HK_34072	Yes
HK_34075	Yes
HK_34077	Yes
HK_34099	Yes
HK_34108	Yes
HK_3411	Yes
HK_34118	Yes
HK_34121	Yes
HK_34124	Yes
HK_34139	Yes
HK_34155	Yes
HK_34157	Yes
HK_34172	Yes
HK_34174	Yes
HK_34177	Yes
HK_34193	Yes
HK_34210	Yes
HK_34217	Yes
HK_34237	Yes
HK_34244	Yes
HK_34249	Yes
HK_34253	Yes
HK_34279	Yes
HK_34299	Yes
HK_34301	Yes
HK_34302	Yes
HK_34303	Yes
HK_34306	Yes
HK_34341	Yes
HK_3435	Yes
HK_34351	Yes
HK_34352	Yes
HK_34367	Yes
HK_34369	Yes
HK_3437	Yes
HK_34375	Yes
HK_34378	Yes
HK_34380	Yes
HK_3441	Yes
HK_34416	Yes
HK_34417	Yes
HK_34428	Yes
HK_34433	Yes
HK_34446	Yes
HK_34449	Yes
HK_34455	Yes
HK_34464	Yes
HK_34473	Yes
HK_34479	Yes
HK_34481	Yes
HK_34488	Yes
HK_3449	Yes
HK_34490	Yes
HK_34500	Yes
HK_3453	Yes
HK_34532	Yes
HK_34537	Yes
HK_34542	Yes
HK_34547	Yes
HK_34554	Yes
HK_34556	Yes
HK_34558	Yes
HK_34564	Yes
HK_34567	Yes
HK_34576	Yes
HK_34581	Yes
HK_34582	Yes
HK_34592	Yes
HK_34611	Yes
HK_34616	Yes
HK_34622	Yes
HK_34628	Yes
HK_3463	Yes
HK_34630	Yes
HK_34635	Yes
HK_34647	Yes
HK_34648	Yes
HK_34662	Yes
HK_34678	Yes
HK_34699	Yes
HK_34713	Yes
HK_34715	Yes
HK_34717	Yes
HK_34731	Yes
HK_34747	Yes
HK_34749	Yes
HK_3475	Yes
HK_34756	Yes
HK_34763	Yes
HK_34764	Yes
HK_34766	Yes
HK_34772	Yes
HK_3479	Yes
HK_34803	Yes
HK_3481	Yes
HK_3482	Yes
HK_34830	Yes
HK_34840	Yes
HK_34854	Yes
HK_34856	Yes
HK_34864	Yes
HK_34872	Yes
HK_34876	Yes
HK_34880	Yes
HK_34900	Yes
HK_34910	Yes
HK_34919	Yes
HK_34927	Yes
HK_34939	Yes
HK_34949	Yes
HK_34950	Yes
HK_34961	Yes
HK_34967	Yes
HK_34968	Yes
HK_34970	Yes
HK_34980	Yes
HK_34984	Yes
HK_34987	Yes
HK_34991	Yes
HK_34999	Yes
HK_350	Yes
HK_35003	Yes
HK_35008	Yes
HK_35010	Yes
HK_35011	Yes
HK_35014	Yes
HK_35016	Yes
HK_35017	Yes
HK_35021	Yes
HK_35030	Yes
HK_35031	Yes
HK_35038	Yes
HK_35044	Yes
HK_35046	Yes
HK_35054	Yes
HK_35057	Yes
HK_35067	Yes
HK_35073	Yes
HK_35074	Yes
HK_3510	Yes
HK_35101	Yes
HK_35113	Yes
HK_35114	Yes
HK_35116	Yes
HK_35119	Yes
HK_35123	Yes
HK_35126	Yes
HK_35127	Yes
HK_35129	Yes
HK_35135	Yes
HK_35138	Yes
HK_35144	Yes
HK_35146	Yes
HK_35147	Yes
HK_35171	Yes
HK_35179	Yes
HK_35207	Yes
HK_35208	Yes
HK_35215	Yes
HK_35218	Yes
HK_35221	Yes
HK_35223	Yes
HK_35224	Yes
HK_35226	Yes
HK_35228	Yes
HK_3523	Yes
HK_35241	Yes
HK_35247	Yes
HK_35249	Yes
HK_35269	Yes
HK_35276	Yes
HK_35277	Yes
HK_35279	Yes
HK_35284	Yes
HK_35289	Yes
HK_35305	Yes
HK_35308	Yes
HK_35310	Yes
HK_35325	Yes
HK_35335	Yes
HK_35336	Yes
HK_35337	Yes
HK_35339	Yes
HK_35350	Yes
HK_35360	Yes
HK_35377	Yes
HK_35380	Yes
HK_35393	Yes
HK_354	Yes
HK_35408	Yes
HK_35427	Yes
HK_35455	Yes
HK_35463	Yes
HK_35465	Yes
HK_35472	Yes
HK_35474	Yes
HK_35479	Yes
HK_35488	Yes
HK_3550	Yes
HK_35508	Yes
HK_35511	Yes
HK_35520	Yes
HK_35524	Yes
HK_35525	Yes
HK_35528	Yes
HK_35532	Yes
HK_35533	Yes
HK_35537	Yes
HK_35542	Yes
HK_35545	Yes
HK_35549	Yes
HK_3555	Yes
HK_35555	Yes
HK_35562	Yes
HK_35563	Yes
HK_35564	Yes
HK_35567	Yes
HK_35570	Yes
HK_35571	Yes
HK_35574	Yes
HK_3558	Yes
HK_35580	Yes
HK_35585	Yes
HK_3559	Yes
HK_35600	Yes
HK_35602	Yes
HK_35610	Yes
HK_35618	Yes
HK_35624	Yes
HK_35630	Yes
HK_35634	Yes
HK_3564	Yes
HK_35646	Yes
HK_35650	Yes
HK_35658	Yes
HK_35666	Yes
HK_35679	Yes
HK_35683	Yes
HK_35684	Yes
HK_35687	Yes
HK_35688	Yes
HK_35695	Yes
HK_35696	Yes
HK_35708	Yes
HK_3571	Yes
HK_35710	Yes
HK_35711	Yes
HK_35728	Yes
HK_35732	Yes
HK_35739	Yes
HK_35743	Yes
HK_35749	Yes
HK_35775	Yes
HK_35786	Yes
HK_35787	Yes
HK_35789	Yes
HK_35793	Yes
HK_35795	Yes
HK_35799	Yes
HK_3580	Yes
HK_35806	Yes
HK_35813	Yes
HK_35816	Yes
HK_35828	Yes
HK_35834	Yes
HK_35848	Yes
HK_35850	Yes
HK_3586	Yes
HK_35860	Yes
HK_35872	Yes
HK_35876	Yes
HK_35893	Yes
HK_35898	Yes
HK_35901	Yes
HK_35918	Yes
HK_35922	Yes
HK_35956	Yes
HK_35961	Yes
HK_35970	Yes
HK_35991	Yes
HK_35997	Yes
HK_36002	Yes
HK_36013	Yes
HK_36014	Yes
HK_36020	Yes
HK_36022	Yes
HK_36027	Yes
HK_3603	Yes
HK_36037	Yes
HK_36043	Yes
HK_36049	Yes
HK_3605	Yes
HK_36050	Yes
HK_36061	Yes
HK_36066	Yes
HK_36076	Yes
HK_36087	Yes
HK_36092	Yes
HK_3610	Yes
HK_36113	Yes
HK_36118	Yes
HK_36129	Yes
HK_36136	Yes
HK_36146	Yes
HK_36148	Yes
HK_36150	Yes
HK_36158	Yes
HK_36165	Yes
HK_36169	Yes
HK_36173	Yes
HK_36182	Yes
HK_3619	Yes
HK_36193	Yes
HK_36205	Yes
HK_36214	Yes
HK_36218	Yes
HK_36236	Yes
HK_36241	Yes
HK_36244	Yes
HK_36246	Yes
HK_3625	Yes
HK_36252	Yes
HK_36254	Yes
HK_36259	Yes
HK_36267	Yes
HK_3628	Yes
HK_36289	Yes
HK_3629	Yes
HK_36297	Yes
HK_36298	Yes
HK_3630	Yes
HK_36310	Yes
HK_3632	Yes
HK_36321	Yes
HK_36329	Yes
HK_36331	Yes
HK_36334	Yes
HK_36338	Yes
HK_36339	Yes
HK_36346	Yes
HK_36350	Yes
HK_36356	Yes
HK_36371	Yes
HK_36399	Yes
HK_3640	Yes
HK_36406	Yes
HK_36408	Yes
HK_36414	Yes
HK_3642	Yes
HK_36422	Yes
HK_36429	Yes
HK_36430	Yes
HK_36432	Yes
HK_36435	Yes
HK_36445	Yes
HK_36457	Yes
HK_36458	Yes
HK_36461	Yes
HK_36464	Yes
HK_36467	Yes
HK_36471	Yes
HK_36472	Yes
HK_36480	Yes
HK_36498	Yes
HK_36504	Yes
HK_36505	Yes
HK_3651	Yes
HK_36512	Yes
HK_36516	Yes
HK_36517	Yes
HK_36521	Yes
HK_36525	Yes
HK_36532	Yes
HK_36533	Yes
HK_36535	Yes
HK_36544	Yes
HK_36546	Yes
HK_36555	Yes
HK_36560	Yes
HK_36563	Yes
HK_36581	Yes
HK_36585	Yes
HK_36586	Yes
HK_36587	Yes
HK_3660	Yes
HK_36602	Yes
HK_36604	Yes
HK_36611	Yes
HK_3663	Yes
HK_36636	Yes
HK_36638	Yes
HK_36644	Yes
HK_36649	Yes
HK_36652	Yes
HK_36658	Yes
HK_36668	Yes
HK_36672	Yes
HK_36676	Yes
HK_3668	Yes
HK_36680	Yes
HK_36681	Yes
HK_36690	Yes
HK_36691	Yes
HK_367	Yes
HK_3670	Yes
HK_36715	Yes
HK_36717	Yes
HK_36723	Yes
HK_36725	Yes
HK_36748	Yes
HK_36750	Yes
HK_36754	Yes
HK_36760	Yes
HK_36766	Yes
HK_36774	Yes
HK_36801	Yes
HK_36804	Yes
HK_36810	Yes
HK_36813	Yes
HK_36828	Yes
HK_36834	Yes
HK_36837	Yes
HK_36839	Yes
HK_36840	Yes
HK_36843	Yes
HK_36855	Yes
HK_36861	Yes
HK_36866	Yes
HK_36868	Yes
HK_36870	Yes
HK_36886	Yes
HK_36888	Yes
HK_3689	Yes
HK_36899	Yes
HK_36908	Yes
HK_36912	Yes
HK_36914	Yes
HK_36936	Yes
HK_3694	Yes
HK_36943	Yes
HK_36950	Yes
HK_36954	Yes
HK_36961	Yes
HK_36966	Yes
HK_3697	Yes
HK_36970	Yes
HK_36975	Yes
HK_36992	Yes
HK_36999	Yes
HK_37003	Yes
HK_37005	Yes
HK_37008	Yes
HK_37017	Yes
HK_37022	Yes
HK_37027	Yes
HK_37030	Yes
HK_37033	Yes
HK_37039	Yes
HK_37048	Yes
HK_37054	Yes
HK_37063	Yes
HK_37075	Yes
HK_37083	Yes
HK_37086	Yes
HK_37090	Yes
HK_37097	Yes
HK_37098	Yes
HK_37100	Yes
HK_37113	Yes
HK_3712	Yes
HK_37120	Yes
HK_37124	Yes
HK_37129	Yes
HK_37133	Yes
HK_37148	Yes
HK_3715	Yes
HK_37150	Yes
HK_37155	Yes
HK_37156	Yes
HK_37157	Yes
HK_37164	Yes
HK_37167	Yes
HK_3717	Yes
HK_37173	Yes
HK_37190	Yes
HK_37201	Yes
HK_37214	Yes
HK_37223	Yes
HK_37231	Yes
HK_37235	Yes
HK_37236	Yes
HK_37238	Yes
HK_37243	Yes
HK_37245	Yes
HK_37269	Yes
HK_37274	Yes
HK_37275	Yes
HK_37281	Yes
HK_37290	Yes
HK_37300	Yes
HK_37305	Yes
HK_37308	Yes
HK_37317	Yes
HK_37328	Yes
HK_37337	Yes
HK_37356	Yes
HK_37365	Yes
HK_37368	Yes
HK_37370	Yes
HK_37371	Yes
HK_37389	Yes
HK_37394	Yes
HK_37406	Yes
HK_37411	Yes
HK_37416	Yes
HK_37419	Yes
HK_3742	Yes
HK_37421	Yes
HK_3743	Yes
HK_37435	Yes
HK_37442	Yes
HK_37452	Yes
HK_37454	Yes
HK_37487	Yes
HK_37495	Yes
HK_37501	Yes
HK_37502	Yes
HK_37507	Yes
HK_37508	Yes
HK_37515	Yes
HK_37526	Yes
HK_37531	Yes
HK_37533	Yes
HK_37535	Yes
HK_37536	Yes
HK_37548	Yes
HK_37551	Yes
HK_37556	Yes
HK_37558	Yes
HK_37565	Yes
HK_37569	Yes
HK_37570	Yes
HK_37599	Yes
HK_37602	Yes
HK_37605	Yes
HK_37607	Yes
HK_3761	Yes
HK_37610	Yes
HK_37613	Yes
HK_37625	Yes
HK_37641	Yes
HK_37643	Yes
HK_37658	Yes
HK_37660	Yes
HK_37666	Yes
HK_37674	Yes
HK_37677	Yes
HK_37684	Yes
HK_37707	Yes
HK_37714	Yes
HK_3772	Yes
HK_37721	Yes
HK_3773	Yes
HK_37738	Yes
HK_3774	Yes
HK_37743	Yes
HK_37747	Yes
HK_37770	Yes
HK_37778	Yes
HK_37779	Yes
HK_37786	Yes
HK_378	Yes
HK_37802	Yes
HK_37805	Yes
HK_37819	Yes
HK_3782	Yes
HK_37823	Yes
HK_37825	Yes
HK_37826	Yes
HK_3783	Yes
HK_37834	Yes
HK_37836	Yes
HK_37840	Yes
HK_37847	Yes
HK_3785	Yes
HK_37852	Yes
HK_37863	Yes
HK_37868	Yes
HK_37877	Yes
HK_37881	Yes
HK_37882	Yes
HK_37888	Yes
HK_37889	Yes
HK_37897	Yes
HK_3791	Yes
HK_37913	Yes
HK_37919	Yes
HK_37926	Yes
HK_37929	Yes
HK_37944	Yes
HK_37954	Yes
HK_37959	Yes
HK_37964	Yes
HK_3797	Yes
HK_37973	Yes
HK_37988	Yes
HK_37989	Yes
HK_3799	Yes
HK_38004	Yes
HK_38015	Yes
HK_38019	Yes
HK_3802	Yes
HK_38020	Yes
HK_38022	Yes
HK_3803	Yes
HK_3804	Yes
HK_38049	Yes
HK_38060	Yes
HK_38067	Yes
HK_38074	Yes
HK_38078	Yes
HK_38100	Yes
HK_38101	Yes
HK_38105	Yes
HK_38117	Yes
HK_38120	Yes
HK_38121	Yes
HK_38127	Yes
HK_38130	Yes
HK_3814	Yes
HK_38142	Yes
HK_38146	Yes
HK_38159	Yes
HK_3817	Yes
HK_38177	Yes
HK_3818	Yes
HK_3819	Yes
HK_38196	Yes
HK_38197	Yes
HK_38201	Yes
HK_38202	Yes
HK_38229	Yes
HK_38231	Yes
HK_38233	Yes
HK_38235	Yes
HK_38246	Yes
HK_38247	Yes
HK_38260	Yes
HK_38265	Yes
HK_38271	Yes
HK_38275	Yes
HK_38291	Yes
HK_38293	Yes
HK_38302	Yes
HK_38303	Yes
HK_38323	Yes
HK_38329	Yes
HK_38332	Yes
HK_38333	Yes
HK_38344	Yes
HK_38345	Yes
HK_38353	Yes
HK_38366	Yes
HK_38374	Yes
HK_38375	Yes
HK_38381	Yes
HK_38384	Yes
HK_38397	Yes
HK_38402	Yes
HK_38418	Yes
HK_3842	Yes
HK_38420	Yes
HK_38426	Yes
HK_3843	Yes
HK_38435	Yes
HK_38439	Yes
HK_38440	Yes
HK_38444	Yes
HK_38448	Yes
HK_38452	Yes
HK_3846	Yes
HK_38466	Yes
HK_38468	Yes
HK_38473	Yes
HK_38491	Yes
HK_38495	Yes
HK_38498	Yes
HK_38499	Yes
HK_38500	Yes
HK_38504	Yes
HK_38506	Yes
HK_38515	Yes
HK_38546	Yes
HK_38550	Yes
HK_38556	Yes
HK_38562	Yes
HK_38566	Yes
HK_38567	Yes
HK_38581	Yes
HK_38582	Yes
HK_38587	Yes
HK_38593	Yes
HK_38598	Yes
HK_386	Yes
HK_38607	Yes
HK_3861	Yes
HK_38611	Yes
HK_38623	Yes
HK_38624	Yes
HK_38635	Yes
HK_38637	Yes
HK_38647	Yes
HK_38652	Yes
HK_38654	Yes
HK_38663	Yes
HK_38665	Yes
HK_38675	Yes
HK_38678	Yes
HK_3868	Yes
HK_38687	Yes
HK_38693	Yes
HK_38694	Yes
HK_38699	Yes
HK_38701	Yes
HK_38707	Yes
HK_38716	Yes
HK_3872	Yes
HK_38721	Yes
HK_38725	Yes
HK_38731	Yes
HK_38736	Yes
HK_38745	Yes
HK_38757	Yes
HK_38759	Yes
HK_38762	Yes
HK_3877	Yes
HK_38773	Yes
HK_38777	Yes
HK_38785	Yes
HK_38798	Yes
HK_38807	Yes
HK_38812	Yes
HK_3882	Yes
HK_38827	Yes
HK_38828	Yes
HK_38831	Yes
HK_38833	Yes
HK_38838	Yes
HK_38851	Yes
HK_38855	Yes
HK_38866	Yes
HK_38867	Yes
HK_38871	Yes
HK_38874	Yes
HK_38885	Yes
HK_3889	Yes
HK_38905	Yes
HK_38910	Yes
HK_38918	Yes
HK_3892	Yes
HK_38925	Yes
HK_38926	Yes
HK_38937	Yes
HK_38941	Yes
HK_38951	Yes
HK_38966	Yes
HK_38967	Yes
HK_3897	Yes
HK_38982	Yes
HK_38985	Yes
HK_38989	Yes
HK_38993	Yes
HK_38994	Yes
HK_38997	Yes
HK_39003	Yes
HK_3901	Yes
HK_3902	Yes
HK_39022	Yes
HK_39024	Yes
HK_39029	Yes
HK_39030	Yes
HK_39039	Yes
HK_39044	Yes
HK_3905	Yes
HK_39062	Yes
HK_3907	Yes
HK_39077	Yes
HK_39081	Yes
HK_39085	Yes
HK_39088	Yes
HK_39089	Yes
HK_39093	Yes
HK_39094	Yes
HK_39099	Yes
HK_39100	Yes
HK_39104	Yes
HK_39113	Yes
HK_39123	Yes
HK_39127	Yes
HK_39135	Yes
HK_39136	Yes
HK_39165	Yes
HK_39167	Yes
HK_3917	Yes
HK_39184	Yes
HK_39186	Yes
HK_39188	Yes
HK_39196	Yes
HK_39201	Yes
HK_39202	Yes
HK_39205	Yes
HK_39215	Yes
HK_39220	Yes
HK_39227	Yes
HK_3923	Yes
HK_39232	Yes
HK_39234	Yes
HK_3924	Yes
HK_39241	Yes
HK_39243	Yes
HK_3928	Yes
HK_39284	Yes
HK_39294	Yes
HK_39299	Yes
HK_39303	Yes
HK_39321	Yes
HK_39326	Yes
HK_39329	Yes
HK_39330	Yes
HK_39331	Yes
HK_39346	Yes
HK_39360	Yes
HK_39362	Yes
HK_39379	Yes
HK_3938	Yes
HK_39384	Yes
HK_39410	Yes
HK_39424	Yes
HK_39438	Yes
HK_39446	Yes
HK_39447	Yes
HK_39449	Yes
HK_39451	Yes
HK_39453	Yes
HK_39455	Yes
HK_39458	Yes
HK_39460	Yes
HK_39468	Yes
HK_39472	Yes
HK_39479	Yes
HK_39480	Yes
HK_39482	Yes
HK_39485	Yes
HK_39515	Yes
HK_39536	Yes
HK_39540	Yes
HK_39543	Yes
HK_39561	Yes
HK_39562	Yes
HK_39566	Yes
HK_39574	Yes
HK_39576	Yes
HK_39588	Yes
HK_39607	Yes
HK_39608	Yes
HK_3961	Yes
HK_39614	Yes
HK_39636	Yes
HK_39658	Yes
HK_39667	Yes
HK_3967	Yes
HK_39677	Yes
HK_39678	Yes
HK_39679	Yes
HK_39693	Yes
HK_39697	Yes
HK_39698	Yes
HK_39708	Yes
HK_39723	Yes
HK_39726	Yes
HK_3973	Yes
HK_39751	Yes
HK_39765	Yes
HK_39767	Yes
HK_39781	Yes
HK_39790	Yes
HK_39798	Yes
HK_39800	Yes
HK_39802	Yes
HK_39806	Yes
HK_39826	Yes
HK_39827	Yes
HK_39828	Yes
HK_39834	Yes
HK_39845	Yes
HK_39846	Yes
HK_39862	Yes
HK_39864	Yes
HK_39866	Yes
HK_39868	Yes
HK_39885	Yes
HK_39896	Yes
HK_39900	Yes
HK_39909	Yes
HK_39921	Yes
HK_39924	Yes
HK_39925	Yes
HK_3993	Yes
HK_39937	Yes
HK_39938	Yes
HK_39945	Yes
HK_39954	Yes
HK_39962	Yes
HK_39969	Yes
HK_39973	Yes
HK_3998	Yes
HK_39981	Yes
HK_39989	Yes
HK_39992	Yes
HK_39997	Yes
HK_40010	Yes
HK_40015	Yes
HK_40018	Yes
HK_40022	Yes
HK_40037	Yes
HK_40052	Yes
HK_40066	Yes
HK_40073	Yes
HK_40079	Yes
HK_40087	Yes
HK_4010	Yes
HK_40107	Yes
HK_40108	Yes
HK_40110	Yes
HK_40117	Yes
HK_40118	Yes
HK_40130	Yes
HK_40140	Yes
HK_40141	Yes
HK_40144	Yes
HK_40147	Yes
HK_4015	Yes
HK_40176	Yes
HK_4018	Yes
HK_4019	Yes
HK_40205	Yes
HK_40208	Yes
HK_40226	Yes
HK_40229	Yes
HK_40233	Yes
HK_40238	Yes
HK_40239	Yes
HK_40241	Yes
HK_40242	Yes
HK_40255	Yes
HK_4028	Yes
HK_40290	Yes
HK_40292	Yes
HK_40294	Yes
HK_40297	Yes
HK_40300	Yes
HK_40304	Yes
HK_40315	Yes
HK_40331	Yes
HK_40333	Yes
HK_40334	Yes
HK_40335	Yes
HK_40336	Yes
HK_40342	Yes
HK_40343	Yes
HK_40359	Yes
HK_40360	Yes
HK_40363	Yes
HK_40374	Yes
HK_40376	Yes
HK_40377	Yes
HK_40386	Yes
HK_40394	Yes
HK_40398	Yes
HK_40405	Yes
HK_40413	Yes
HK_40414	Yes
HK_40419	Yes
HK_40423	Yes
HK_40425	Yes
HK_40427	Yes
HK_40432	Yes
HK_40433	Yes
HK_40437	Yes
HK_40442	Yes
HK_40443	Yes
HK_40449	Yes
HK_40451	Yes
HK_40479	Yes
HK_40482	Yes
HK_40499	Yes
HK_4050	Yes
HK_40513	Yes
HK_40516	Yes
HK_40519	Yes
HK_4052	Yes
HK_40521	Yes
HK_40522	Yes
HK_40529	Yes
HK_40538	Yes
HK_40539	Yes
HK_4054	Yes
HK_40543	Yes
HK_40545	Yes
HK_40551	Yes
HK_40557	Yes
HK_40562	Yes
HK_40580	Yes
HK_40582	Yes
HK_40588	Yes
HK_40595	Yes
HK_40600	Yes
HK_40607	Yes
HK_40610	Yes
HK_40618	Yes
HK_40625	Yes
HK_40626	Yes
HK_40628	Yes
HK_40634	Yes
HK_40636	Yes
HK_40639	Yes
HK_40651	Yes
HK_40652	Yes
HK_40654	Yes
HK_4066	Yes
HK_40667	Yes
HK_40668	Yes
HK_4067	Yes
HK_40675	Yes
HK_40678	Yes
HK_40679	Yes
HK_4069	Yes
HK_40695	Yes
HK_40698	Yes
HK_4071	Yes
HK_40711	Yes
HK_40712	Yes
HK_40718	Yes
HK_40721	Yes
HK_40727	Yes
HK_40728	Yes
HK_40740	Yes
HK_40742	Yes
HK_40745	Yes
HK_40747	Yes
HK_40750	Yes
HK_40769	Yes
HK_4077	Yes
HK_40775	Yes
HK_40794	Yes
HK_40796	Yes
HK_40799	Yes
HK_40800	Yes
HK_40807	Yes
HK_40810	Yes
HK_40817	Yes
HK_40819	Yes
HK_40828	Yes
HK_4083	Yes
HK_40836	Yes
HK_40837	Yes
HK_40843	Yes
HK_40852	Yes
HK_40854	Yes
HK_40860	Yes
HK_40861	Yes
HK_40866	Yes
HK_40867	Yes
HK_4087	Yes
HK_40885	Yes
HK_40889	Yes
HK_4089	Yes
HK_40905	Yes
HK_40907	Yes
HK_40909	Yes
HK_40912	Yes
HK_40920	Yes
HK_40928	Yes
HK_40935	Yes
HK_4094	Yes
HK_40943	Yes
HK_40948	Yes
HK_40953	Yes
HK_40956	Yes
HK_40958	Yes
HK_40974	Yes
HK_40979	Yes
HK_40986	Yes
HK_4099	Yes
HK_40997	Yes
HK_41	Yes
HK_410	Yes
HK_41010	Yes
HK_41028	Yes
HK_41048	Yes
HK_41050	Yes
HK_41052	Yes
HK_41066	Yes
HK_41069	Yes
HK_41070	Yes
HK_41074	Yes
HK_41078	Yes
HK_41085	Yes
HK_4109	Yes
HK_41102	Yes
HK_41106	Yes
HK_41107	Yes
HK_41117	Yes
HK_41130	Yes
HK_41136	Yes
HK_41142	Yes
HK_41147	Yes
HK_41158	Yes
HK_41174	Yes
HK_41184	Yes
HK_4119	Yes
HK_41195	Yes
HK_41199	Yes
HK_4120	Yes
HK_41200	Yes
HK_41207	Yes
HK_41210	Yes
HK_41216	Yes
HK_41231	Yes
HK_41244	Yes
HK_41251	Yes
HK_41256	Yes
HK_41264	Yes
HK_41277	Yes
HK_41287	Yes
HK_41290	Yes
HK_41291	Yes
HK_41294	Yes
HK_413	Yes
HK_41302	Yes
HK_41305	Yes
HK_41322	Yes
HK_41333	Yes
HK_41340	Yes
HK_41350	Yes
HK_41352	Yes
HK_41356	Yes
HK_41364	Yes
HK_41366	Yes
HK_41376	Yes
HK_4139	Yes
HK_41391	Yes
HK_41399	Yes
HK_41418	Yes
HK_41431	Yes
HK_41455	Yes
HK_41456	Yes
HK_41457	Yes
HK_41471	Yes
HK_41483	Yes
HK_41486	Yes
HK_415	Yes
HK_41502	Yes
HK_41506	Yes
HK_41510	Yes
HK_41523	Yes
HK_41529	Yes
HK_41539	Yes
HK_41541	Yes
HK_41555	Yes
HK_41568	Yes
HK_41570	Yes
HK_41571	Yes
HK_41583	Yes
HK_41594	Yes
HK_41596	Yes
HK_41598	Yes
HK_4160	Yes
HK_41601	Yes
HK_41606	Yes
HK_41612	Yes
HK_41614	Yes
HK_41625	Yes
HK_41629	Yes
HK_41632	Yes
HK_41638	Yes
HK_41639	Yes
HK_41641	Yes
HK_41642	Yes
HK_41644	Yes
HK_41645	Yes
HK_41656	Yes
HK_41669	Yes
HK_4167	Yes
HK_41674	Yes
HK_41677	Yes
HK_41680	Yes
HK_41683	Yes
HK_41692	Yes
HK_41695	Yes
HK_4170	Yes
HK_41702	Yes
HK_41704	Yes
HK_41711	Yes
HK_41715	Yes
HK_4174	Yes
HK_41742	Yes
HK_41743	Yes
HK_41772	Yes
HK_41783	Yes
HK_41795	Yes
HK_4180	Yes
HK_41808	Yes
HK_41814	Yes
HK_41815	Yes
HK_41823	Yes
HK_41834	Yes
HK_41850	Yes
HK_41853	Yes
HK_41862	Yes
HK_41864	Yes
HK_41865	Yes
HK_41868	Yes
HK_41869	Yes
HK_41877	Yes
HK_41879	Yes
HK_41881	Yes
HK_41882	Yes
HK_41886	Yes
HK_4190	Yes
HK_41901	Yes
HK_41919	Yes
HK_4192	Yes
HK_41924	Yes
HK_41927	Yes
HK_41932	Yes
HK_41936	Yes
HK_4194	Yes
HK_41943	Yes
HK_41948	Yes
HK_41949	Yes
HK_41953	Yes
HK_41961	Yes
HK_41965	Yes
HK_41977	Yes
HK_41978	Yes
HK_41985	Yes
HK_41990	Yes
HK_42008	Yes
HK_42018	Yes
HK_42045	Yes
HK_42060	Yes
HK_42064	Yes
HK_42069	Yes
HK_4207	Yes
HK_42077	Yes
HK_42085	Yes
HK_42100	Yes
HK_42107	Yes
HK_42108	Yes
HK_42112	Yes
HK_4213	Yes
HK_42131	Yes
HK_42144	Yes
HK_4215	Yes
HK_42159	Yes
HK_42161	Yes
HK_42163	Yes
HK_42177	Yes
HK_42191	Yes
HK_42193	Yes
HK_42196	Yes
HK_42197	Yes
HK_42201	Yes
HK_42213	Yes
HK_42222	Yes
HK_42226	Yes
HK_42234	Yes
HK_42235	Yes
HK_42241	Yes
HK_42243	Yes
HK_42248	Yes
HK_4226	Yes
HK_42268	Yes
HK_42272	Yes
HK_42280	Yes
HK_42290	Yes
HK_42291	Yes
HK_42296	Yes
HK_42303	Yes
HK_4231	Yes
HK_42320	Yes
HK_42323	Yes
HK_42324	Yes
HK_42329	Yes
HK_42331	Yes
HK_42337	Yes
HK_42342	Yes
HK_42343	Yes
HK_42345	Yes
HK_42346	Yes
HK_42349	Yes
HK_4235	Yes
HK_42350	Yes
HK_42352	Yes
HK_42355	Yes
HK_42371	Yes
HK_42385	Yes
HK_42386	Yes
HK_42395	Yes
HK_42396	Yes
HK_42398	Yes
HK_424	Yes
HK_42400	Yes
HK_42412	Yes
HK_42421	Yes
HK_42431	Yes
HK_42434	Yes
HK_42445	Yes
HK_42456	Yes
HK_4246	Yes
HK_42460	Yes
HK_42473	Yes
HK_42474	Yes
HK_42475	Yes
HK_42477	Yes
HK_42492	Yes
HK_4250	Yes
HK_42503	Yes
HK_42510	Yes
HK_42518	Yes
HK_42521	Yes
HK_42555	Yes
HK_42563	Yes
HK_42570	Yes
HK_42574	Yes
HK_42576	Yes
HK_42580	Yes
HK_42589	Yes
HK_42606	Yes
HK_42609	Yes
HK_42625	Yes
HK_42628	Yes
HK_42631	Yes
HK_42632	Yes
HK_42639	Yes
HK_42640	Yes
HK_42647	Yes
HK_42651	Yes
HK_42655	Yes
HK_42666	Yes
HK_42675	Yes
HK_42678	Yes
HK_42689	Yes
HK_42693	Yes
HK_42695	Yes
HK_42707	Yes
HK_4271	Yes
HK_42711	Yes
HK_42715	Yes
HK_42722	Yes
HK_42744	Yes
HK_42745	Yes
HK_42750	Yes
HK_42751	Yes
HK_42752	Yes
HK_4276	Yes
HK_42768	Yes
HK_42774	Yes
HK_42781	Yes
HK_42783	Yes
HK_42794	Yes
HK_42804	Yes
HK_42809	Yes
HK_42814	Yes
HK_42821	Yes
HK_42824	Yes
HK_42825	Yes
HK_42835	Yes
HK_4284	Yes
HK_42844	Yes
HK_42858	Yes
HK_4286	Yes
HK_42860	Yes
HK_42865	Yes
HK_42871	Yes
HK_42874	Yes
HK_42875	Yes
HK_4289	Yes
HK_42891	Yes
HK_42894	Yes
HK_42896	Yes
HK_42938	Yes
HK_4294	Yes
HK_42942	Yes
HK_42950	Yes
